0,-0.34662,0,,,, 
1,-0.284887,0,,,, 
2,-0.223149,0,,,, 
3,-0.161405,0,,,, 
4,-9.97E-02,0,,,, 
5,-3.79E-02,0,,,, 
6,2.39E-02,0,,,, 
7,8.56E-02,0,,,, 
8,0.147401,0,,,, 
9,0.209179,0,,,, 
10,0.270963,0,,,, 
11,0.332752,0,,,, 
12,0.394547,0,,,, 
13,0.456348,0,,,, 
14,0.518155,0,,,, 
15,0.579967,229,,,, 
16,0.641784,5698,,,, 
17,0.703608,5626,,,, 
18,0.765437,4541,,,, 
19,0.827272,3823,,,, 
20,0.889112,3599,,,, 
21,0.950958,3420,,,, 
22,1.01281,3502,,,, 
23,1.07467,3426,,,, 
24,1.13653,3426,,,, 
25,1.1984,3551,,,, 
26,1.26027,3525,,,, 
27,1.32215,3654,,,, 
28,1.38404,3582,,,, 
29,1.44593,3752,,,, 
30,1.50783,3632,,,, 
31,1.56973,3671,,,, 
32,1.63164,3856,,,, 
33,1.69355,3686,,,, 
34,1.75547,3744,,,, 
35,1.8174,3716,,,, 
36,1.87933,3677,,,, 
37,1.94127,3701,,,, 
38,2.00321,3543,,,, 
39,2.06516,3499,,,, 
40,2.12711,3372,,,, 
41,2.18907,3423,,,, 
42,2.25104,3365,,,, 
43,2.31301,3519,,,, 
44,2.37498,3575,,,, 
45,2.43697,3736,,,, 
46,2.49895,3887,,,, 
47,2.56095,4108,,,, 
48,2.62295,4269,,,, 
49,2.68495,4434,,,, 
50,2.74696,4418,,,, 
51,2.80898,4321,,,, 
52,2.871,4416,,,, 
53,2.93303,4196,,,, 
54,2.99506,3938,,,, 
55,3.0571,3664,,,, 
56,3.11914,3436,,,, 
57,3.18119,3076,,,, 
58,3.24325,2776,,,, 
59,3.30531,2540,,,, 
60,3.36738,2345,,,, 
61,3.42945,2133,,,, 
62,3.49153,2003,,,, 
63,3.55361,1905,,,, 
64,3.6157,1756,,,, 
65,3.6778,1587,,,, 
66,3.7399,1578,,,, 
67,3.80201,1445,,,, 
68,3.86412,1379,,,, 
69,3.92624,1280,,,, 
70,3.98836,1274,,,, 
71,4.05049,1207,,,, 
72,4.11262,1184,,,, 
73,4.17477,1136,,,, 
74,4.23691,1039,,,, 
75,4.29906,1302,,,, 
76,4.36122,1043,,,, 
77,4.42339,985,,,, 
78,4.48555,935,,,, 
79,4.54773,870,,,, 
80,4.60991,930,,,, 
81,4.6721,847,,,, 
82,4.73429,840,,,, 
83,4.79648,830,,,, 
84,4.85869,821,,,, 
85,4.9209,793,,,, 
86,4.98311,764,,,, 
87,5.04533,761,,,, 
88,5.10756,742,,,, 
89,5.16979,710,,,, 
90,5.23203,722,,,, 
91,5.29427,762,,,, 
92,5.35652,749,,,, 
93,5.41877,699,,,, 
94,5.48103,679,,,, 
95,5.5433,675,,,, 
96,5.60557,646,,,, 
97,5.66784,653,,,, 
98,5.73013,716,,,, 
99,5.79241,644,,,, 
100,5.85471,659,,,, 
101,5.91701,679,,,, 
102,5.97931,633,,,, 
103,6.04162,638,,,, 
104,6.10394,609,,,, 
105,6.16626,626,,,, 
106,6.22859,636,,,, 
107,6.29092,611,,,, 
108,6.35326,618,,,, 
109,6.41561,600,,,, 
110,6.47796,593,,,, 
111,6.54031,593,,,, 
112,6.60268,580,,,, 
113,6.66504,616,,,, 
114,6.72742,586,,,, 
115,6.78979,571,,,, 
116,6.85218,609,,,, 
117,6.91457,563,,,, 
118,6.97697,584,,,, 
119,7.03937,591,,,, 
120,7.10177,599,,,, 
121,7.16419,566,,,, 
122,7.2266,540,,,, 
123,7.28903,608,,,, 
124,7.35146,579,,,, 
125,7.41389,587,,,, 
126,7.47634,504,,,, 
127,7.53878,563,,,, 
128,7.60123,496,,,, 
129,7.66369,532,,,, 
130,7.72616,551,,,, 
131,7.78863,510,,,, 
132,7.8511,565,,,, 
133,7.91358,471,,,, 
134,7.97607,526,,,, 
135,8.03856,480,,,, 
136,8.10106,555,,,, 
137,8.16356,521,,,, 
138,8.22607,524,,,, 
139,8.28859,513,,,, 
140,8.35111,506,,,, 
141,8.41363,525,,,, 
142,8.47616,559,,,, 
143,8.5387,506,,,, 
144,8.60124,537,,,, 
145,8.66379,495,,,, 
146,8.72635,503,,,, 
147,8.78891,506,,,, 
148,8.85147,498,,,, 
149,8.91404,545,,,, 
150,8.97662,461,,,, 
151,9.0392,479,,,, 
152,9.10179,476,,,, 
153,9.16439,473,,,, 
154,9.22699,479,,,, 
155,9.28959,493,,,, 
156,9.3522,466,,,, 
157,9.41482,468,,,, 
158,9.47744,476,,,, 
159,9.54007,459,,,, 
160,9.6027,473,,,, 
161,9.66534,460,,,, 
162,9.72799,442,,,, 
163,9.79064,453,,,, 
164,9.8533,500,,,, 
165,9.91596,439,,,, 
166,9.97863,468,,,, 
167,10.0413,457,,,, 
168,10.104,431,,,, 
169,10.1667,470,,,, 
170,10.2294,464,,,, 
171,10.292,491,,,, 
172,10.3548,459,,,, 
173,10.4175,488,,,, 
174,10.4802,432,,,, 
175,10.5429,454,,,, 
176,10.6056,480,,,, 
177,10.6683,454,,,, 
178,10.7311,488,,,, 
179,10.7938,445,,,, 
180,10.8566,463,,,, 
181,10.9193,464,,,, 
182,10.9821,457,,,, 
183,11.0448,464,,,, 
184,11.1076,435,,,, 
185,11.1704,455,,,, 
186,11.2332,435,,,, 
187,11.296,425,,,, 
188,11.3588,481,,,, 
189,11.4215,437,,,, 
190,11.4844,466,,,, 
191,11.5472,443,,,, 
192,11.61,444,,,, 
